,brand,year,selling_price,fuel,seller_type,mileage
4145,Maruti,2010,180000,Petrol,Individual,18.9 kmpl
4146,Maruti,2012,229999,Diesel,Individual,23.2 kmpl
4147,Toyota,2019,800000,Petrol,Individual,19.56 kmpl
4148,Chevrolet,2009,60000,Petrol,Individual,16.5 kmpl
4149,Maruti,2009,150000,Petrol,Individual,15.0 kmpl
4150,Tata,2007,100000,Diesel,Individual,23.57 kmpl
4151,Hyundai,2015,900000,Petrol,Individual,15.29 kmpl
4152,Hyundai,2018,850000,Diesel,Individual,22.54 kmpl
4153,Chevrolet,2014,220000,Diesel,Individual,25.44 kmpl
4154,Maruti,2014,250000,Petrol,Individual,22.74 kmpl
4155,Tata,2012,125000,Diesel,Individual,22.3 kmpl
4156,Hyundai,2018,1200000,Petrol,Individual,15.8 kmpl
4157,Tata,2013,250000,Diesel,Individual,23.57 kmpl
4158,Hyundai,2014,440000,Diesel,Individual,22.54 kmpl
4159,Tata,2017,400000,Petrol,Individual,23.84 kmpl
4160,Maruti,2002,50000,Petrol,Individual,16.1 kmpl
4161,Hyundai,2018,1000000,Petrol,Individual,17.0 kmpl
4162,Honda,2014,600000,Diesel,Individual,25.1 kmpl
4163,Hyundai,2010,250000,Petrol,Individual,17.0 kmpl
4164,Mahindra,2009,310000,Diesel,Individual,13.6 kmpl
4165,Maruti,2005,120000,Petrol,Individual,18.9 kmpl
4166,Mahindra,2014,390000,Diesel,Individual,11.68 kmpl
4167,Hyundai,2019,458000,Petrol,Individual,20.3 kmpl
4168,Ford,2018,950000,Diesel,Individual,23.0 kmpl
4169,Maruti,2017,650000,Petrol,Individual,22.0 kmpl
4170,Maruti,2013,400000,Diesel,Individual,22.9 kmpl
4171,Hyundai,2015,400000,Petrol,Individual,18.9 kmpl
4172,Maruti,2006,100000,Petrol,Individual,19.7 kmpl
4173,Hyundai,2012,350000,Petrol,Individual,20.36 kmpl
4174,Tata,2013,450000,Diesel,Individual,13.7 kmpl
4175,Mahindra,2006,350000,Diesel,Individual,12.7 kmpl
4176,Volkswagen,2010,250000,Diesel,Individual,22.07 kmpl
4177,Mahindra,2013,450000,Diesel,Individual,15.96 kmpl
4178,Maruti,2013,157000,Petrol,Individual,16.1 kmpl
4179,Mahindra,2018,1500000,Diesel,Individual,15.1 kmpl
4180,Mahindra,2018,1500000,Diesel,Individual,15.1 kmpl
4181,Tata,2007,75000,Petrol,Individual,15.3 kmpl
4182,Chevrolet,2010,280000,Diesel,Individual,14.8 kmpl
4183,Hyundai,2015,600000,Petrol,Individual,18.6 kmpl
4184,Tata,2012,250999,Diesel,Individual,15.3 kmpl
4185,Toyota,2010,350000,Petrol,Individual,12.5 kmpl
4186,Renault,2016,300000,Petrol,Individual,23.01 kmpl
4187,Renault,2017,819999,Diesel,Individual,19.87 kmpl
4188,Tata,2010,409999,Diesel,Individual,19.61 kmpl
4189,Hyundai,2008,275000,Petrol,Individual,13.9 kmpl
4190,Maruti,2013,497000,Diesel,Individual,20.77 kmpl
4191,Hyundai,2015,500000,Petrol,Individual,18.6 kmpl
4192,Mahindra,2006,170000,Diesel,Individual,14.0 kmpl
4193,Ford,2016,515000,Diesel,Dealer,22.7 kmpl
4194,Ford,2018,925000,Diesel,Dealer,22.77 kmpl
4195,Mahindra,2019,1460000,Diesel,Individual,17.3 kmpl
4196,Isuzu,2019,2700000,Diesel,Individual,13.8 kmpl
4197,Tata,2017,830000,Diesel,Individual,21.5 kmpl
4198,Ford,2019,975000,Diesel,Individual,23.0 kmpl
4199,Ford,2018,620000,Petrol,Individual,20.4 kmpl
4200,Nissan,2019,860000,Petrol,Dealer,14.23 kmpl
4201,Datsun,2018,430000,Petrol,Individual,20.63 kmpl
4202,Honda,2019,1227000,Petrol,Individual,18.0 kmpl
4203,Honda,2017,860000,Petrol,Individual,17.8 kmpl
4204,Ford,2018,950000,Diesel,Individual,23.0 kmpl
4205,Ford,2012,225000,Diesel,Dealer,20.0 kmpl
4206,Chevrolet,2011,500000,Diesel,Individual,11.5 kmpl
4207,Ford,2017,500000,Diesel,Dealer,25.83 kmpl
4208,MG,2019,1700000,Petrol,Dealer,13.96 kmpl
4209,Maruti,2014,545000,Diesel,Individual,20.77 kmpl
4210,Maruti,2011,400000,Diesel,Individual,22.9 kmpl
4211,Maruti,2018,650000,Diesel,Individual,28.4 kmpl
4212,Hyundai,2008,114999,Petrol,Individual,13.9 kmpl
4213,Maruti,2015,562000,Diesel,Individual,27.39 kmpl
4214,Tata,2002,96000,Diesel,Individual,14.07 kmpl
4215,Jaguar,2017,2711000,Diesel,Dealer,13.6 kmpl
4216,Lexus,2019,5150000,Petrol,Dealer,22.37 kmpl
4217,Jaguar,2017,3200000,Diesel,Dealer,19.33 kmpl
4218,Tata,2015,503000,Diesel,Individual,14.1 kmpl
4219,Volvo,2019,3800000,Diesel,Individual,18.0 kmpl
4220,Toyota,2016,2000000,Petrol,Trustmark Dealer,19.16 kmpl
4221,Maruti,2013,225000,Petrol,Trustmark Dealer,21.79 kmpl
4222,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
4223,Honda,2016,550000,Petrol,Trustmark Dealer,18.2 kmpl
4224,Toyota,2013,750000,Diesel,Trustmark Dealer,12.99 kmpl
4225,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
4226,Toyota,2017,625000,Petrol,Trustmark Dealer,16.78 kmpl
4227,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
4228,Hyundai,2017,450000,Diesel,Dealer,24.0 kmpl
4229,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
4230,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
4231,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
4232,Skoda,2016,645000,Petrol,Dealer,14.3 kmpl
4233,Volvo,2018,2475000,Diesel,Dealer,16.8 kmpl
4234,Jaguar,2017,2711000,Diesel,Dealer,13.6 kmpl
4235,Lexus,2019,5150000,Petrol,Dealer,22.37 kmpl
4236,Jaguar,2017,3200000,Diesel,Dealer,19.33 kmpl
4237,Tata,2015,503000,Diesel,Individual,14.1 kmpl
4238,Volvo,2019,3800000,Diesel,Individual,18.0 kmpl
4239,Toyota,2016,2000000,Petrol,Trustmark Dealer,19.16 kmpl
4240,Maruti,2013,225000,Petrol,Trustmark Dealer,21.79 kmpl
4241,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
4242,Honda,2016,550000,Petrol,Trustmark Dealer,18.2 kmpl
4243,Toyota,2013,750000,Diesel,Trustmark Dealer,12.99 kmpl
4244,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
4245,Toyota,2017,625000,Petrol,Trustmark Dealer,16.78 kmpl
4246,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
4247,Hyundai,2017,450000,Diesel,Dealer,24.0 kmpl
4248,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
4249,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
4250,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
4251,Skoda,2016,645000,Petrol,Dealer,14.3 kmpl
4252,Volvo,2018,2475000,Diesel,Dealer,16.8 kmpl
4253,Mitsubishi,1999,155000,Diesel,Individual,14.8 kmpl
4255,Jaguar,2017,2711000,Diesel,Dealer,13.6 kmpl
4256,Lexus,2019,5150000,Petrol,Dealer,22.37 kmpl
4257,Jaguar,2017,3200000,Diesel,Dealer,19.33 kmpl
4258,Tata,2015,503000,Diesel,Individual,14.1 kmpl
4259,Volvo,2019,3800000,Diesel,Individual,18.0 kmpl
4260,Toyota,2016,2000000,Petrol,Trustmark Dealer,19.16 kmpl
4261,Maruti,2013,225000,Petrol,Trustmark Dealer,21.79 kmpl
4262,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
4263,Honda,2016,550000,Petrol,Trustmark Dealer,18.2 kmpl
4264,Toyota,2013,750000,Diesel,Trustmark Dealer,12.99 kmpl
4265,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
4266,Toyota,2017,625000,Petrol,Trustmark Dealer,16.78 kmpl
4267,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
4268,Hyundai,2017,450000,Diesel,Dealer,24.0 kmpl
4269,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
4270,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
4271,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
4272,Skoda,2016,645000,Petrol,Dealer,14.3 kmpl
4273,Volvo,2018,2475000,Diesel,Dealer,16.8 kmpl
4274,Ford,2015,590000,Diesel,Individual,25.01 kmpl
4275,Hyundai,2016,350000,Diesel,Individual,24.4 kmpl
4276,Maruti,2017,484999,Petrol,Individual,20.89 kmpl
4277,Tata,2015,240000,Diesel,Individual,19.1 kmpl
4278,Toyota,2008,500000,Diesel,Individual,12.8 kmpl
4279,Maruti,2017,300000,Petrol,Individual,24.7 kmpl
4280,Maruti,2016,750000,Diesel,Individual,28.09 kmpl
4281,Maruti,2016,574000,Petrol,Individual,20.85 kmpl
4282,Tata,2013,200000,Diesel,Individual,22.3 kmpl
4283,Hyundai,2016,1100000,Diesel,Individual,19.67 kmpl
4284,Hyundai,2012,350000,Petrol,Individual,17.92 kmpl
4285,Maruti,1998,70000,Petrol,Individual,16.1 kmpl
4286,Ford,2005,120000,Petrol,Individual,13.8 kmpl
4287,Toyota,2012,700000,Diesel,Individual,12.99 kmpl
4288,Maruti,2019,500000,Petrol,Individual,21.4 kmpl
4289,Tata,2016,370000,Diesel,Individual,19.09 kmpl
4290,Tata,2019,600000,Petrol,Individual,20.3 kmpl
4291,Maruti,2006,100000,Petrol,Individual,17.3 kmpl
4292,Maruti,2013,409999,Diesel,Individual,22.9 kmpl
4293,Honda,2016,750000,Petrol,Individual,18.0 kmpl
4294,Hyundai,2017,600000,Petrol,Individual,18.9 kmpl
4295,Mahindra,2018,550000,Petrol,Individual,18.15 kmpl
4296,Renault,2018,950000,Diesel,Individual,19.6 kmpl
4297,Mahindra,2014,645000,Diesel,Individual,11.79 kmpl
4298,Mahindra,2014,750000,Diesel,Individual,15.1 kmpl
4299,Mercedes-Benz,2006,650000,Petrol,Individual,11.7 kmpl
4300,Ford,2015,800000,Petrol,Individual,15.85 kmpl
4301,Toyota,2010,350000,Petrol,Individual,14.53 kmpl
4302,Ford,2015,700000,Petrol,Individual,15.85 kmpl
4303,Maruti,2011,335000,Petrol,Individual,17.5 kmpl
4304,Maruti,2012,270000,Diesel,Individual,19.3 kmpl
4306,Maruti,2010,320000,Diesel,Individual,19.3 kmpl
4307,Hyundai,2007,120000,Petrol,Individual,17.8 kmpl
4308,Audi,2010,730000,Petrol,Individual,12.3 kmpl
4309,Maruti,2007,125000,Petrol,Individual,15.0 kmpl
4310,Maruti,2007,150000,Petrol,Individual,18.2 kmpl
4311,Maruti,2018,310000,Petrol,Individual,24.7 kmpl
4312,Maruti,2015,625000,Diesel,Individual,26.59 kmpl
4313,Hyundai,2012,267000,Petrol,Individual,20.36 kmpl
4314,Hyundai,2016,600000,Petrol,Individual,17.19 kmpl
4315,Maruti,2011,180000,Petrol,Individual,15.37 kmpl
4316,Toyota,2019,700000,Petrol,Individual,23.87 kmpl
4317,Maruti,2013,121000,Petrol,Individual,16.1 kmpl
4318,Hyundai,2014,350000,Petrol,Individual,18.9 kmpl
4319,Toyota,2012,869999,Diesel,Individual,12.99 kmpl
4320,Jaguar,2017,2711000,Diesel,Dealer,13.6 kmpl
4321,Lexus,2019,5150000,Petrol,Dealer,22.37 kmpl
4322,Jaguar,2017,3200000,Diesel,Dealer,19.33 kmpl
4323,Tata,2015,503000,Diesel,Individual,14.1 kmpl
4324,Volvo,2019,3800000,Diesel,Individual,18.0 kmpl
4325,Toyota,2016,2000000,Petrol,Trustmark Dealer,19.16 kmpl
4326,Maruti,2013,225000,Petrol,Trustmark Dealer,21.79 kmpl
4327,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
4328,Honda,2016,550000,Petrol,Trustmark Dealer,18.2 kmpl
4329,Toyota,2013,750000,Diesel,Trustmark Dealer,12.99 kmpl
4330,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
4331,Toyota,2017,625000,Petrol,Trustmark Dealer,16.78 kmpl
4332,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
4333,Hyundai,2017,450000,Diesel,Dealer,24.0 kmpl
4334,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
4335,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
4336,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
4337,Skoda,2016,645000,Petrol,Dealer,14.3 kmpl
4338,Volvo,2018,2475000,Diesel,Dealer,16.8 kmpl
4339,Maruti,2008,80000,Petrol,Individual,17.3 kmpl
4340,Hyundai,2008,120000,Petrol,Individual,19.81 kmpl
4341,Mahindra,2012,370000,Diesel,Individual,13.5 kmpl
4342,Nissan,2015,750000,Diesel,Individual,19.01 kmpl
4343,Mahindra,2015,484999,Diesel,Individual,15.96 kmpl
4344,Hyundai,2006,120000,Diesel,Individual,13.1 kmpl
4345,Honda,2017,860000,Petrol,Individual,17.8 kmpl
4346,Maruti,2018,650000,Diesel,Individual,28.4 kmpl
4347,Maruti,2014,650000,Diesel,Individual,20.77 kmpl
4348,Hyundai,2016,710000,Diesel,Individual,24.8 kmpl
4349,Ford,2017,430000,Diesel,Individual,25.83 kmpl
4350,Maruti,2011,305000,Diesel,Individual,17.8 kmpl
4351,Ford,2011,220000,Diesel,Individual,20.0 kmpl
4352,Tata,2010,150000,Diesel,Individual,14.0 kmpl
4353,Mahindra,2017,660000,Diesel,Individual,18.49 kmpl
4354,Chevrolet,2011,140000,Diesel,Individual,25.44 kmpl
4355,Toyota,2015,1100000,Petrol,Individual,14.28 kmpl
4356,Jaguar,2013,2450000,Diesel,Individual,16.36 kmpl
4357,Volkswagen,2017,625000,Diesel,Individual,22.0 kmpl
4358,Honda,2004,198000,Petrol,Individual,12.8 kmpl
4360,Maruti,2005,130000,Petrol,Individual,18.9 kmpl
4361,Honda,2012,540000,Petrol,Individual,16.8 kmpl
4362,Hyundai,2017,550000,Petrol,Individual,18.9 kmpl
4363,Maruti,2018,475000,Petrol,Individual,21.63 kmpl
4364,Toyota,2016,3100000,Diesel,Individual,15.04 kmpl
4365,Maruti,2010,217000,Diesel,Individual,21.1 kmpl
4367,Maruti,2019,750000,Petrol,Individual,21.21 kmpl
4368,Maruti,2010,350000,Petrol,Individual,11.96 kmpl
4369,Mahindra,2008,400000,Diesel,Individual,12.05 kmpl
4370,Toyota,2015,570000,Diesel,Individual,23.59 kmpl
4371,Hyundai,2012,180000,Petrol,Individual,21.1 kmpl
4372,Opel,1998,68000,Petrol,Individual,13.1 kmpl
4373,Skoda,2006,280000,Diesel,Individual,18.7 kmpl
4374,Tata,2005,90000,Diesel,Individual,16.1 kmpl
4375,Mercedes-Benz,2015,2600000,Diesel,Individual,15.26 kmpl
4376,Tata,2018,700000,Diesel,Individual,15.3 kmpl
4377,Mercedes-Benz,2016,1850000,Diesel,Individual,17.9 kmpl
4378,Ford,2015,685000,Diesel,Dealer,22.7 kmpl
4379,Maruti,2015,565000,Diesel,Dealer,25.2 kmpl
4380,Skoda,2017,1600000,Petrol,Dealer,14.7 kmpl
4381,Hyundai,2014,395000,Diesel,Dealer,24.0 kmpl
4382,Hyundai,2013,425000,Diesel,Dealer,21.9 kmpl
4383,Volkswagen,2019,1350000,Diesel,Dealer,22.27 kmpl
4384,Hyundai,2016,1950000,Diesel,Dealer,16.38 kmpl
4385,Renault,2018,535000,Petrol,Dealer,24.04 kmpl
4386,Renault,2018,500000,Petrol,Dealer,23.01 kmpl
4387,Maruti,2016,434999,Petrol,Dealer,20.52 kmpl
4388,Tata,2018,250000,Petrol,Dealer,21.9 kmpl
4389,Hyundai,2014,700000,Diesel,Dealer,22.32 kmpl
4390,BMW,2010,1100000,Diesel,Dealer,19.62 kmpl
4391,Volkswagen,2012,900000,Diesel,Dealer,17.42 kmpl
4392,Maruti,2015,425000,Petrol,Dealer,20.52 kmpl
4393,Mercedes-Benz,2011,1600000,Diesel,Dealer,10.0 kmpl
4394,Ford,2013,325000,Diesel,Dealer,24.4 kmpl
4395,Isuzu,2019,2700000,Diesel,Individual,13.8 kmpl
4396,Ford,2018,950000,Diesel,Individual,23.0 kmpl
4397,Tata,2019,1140000,Diesel,Individual,21.5 kmpl
4398,Tata,2017,980000,Diesel,Individual,17.6 kmpl
4399,Jeep,2017,1920000,Diesel,Individual,16.3 kmpl
4400,Volkswagen,2020,808000,Petrol,Individual,18.24 kmpl
4401,Maruti,2014,550000,Petrol,Individual,19.1 kmpl
4402,Maruti,2010,215000,Petrol,Individual,19.7 kmpl
4403,Ford,2016,512000,Petrol,Individual,18.16 kmpl
4404,Maruti,2011,215000,Petrol,Individual,19.7 kmpl
4405,Skoda,2012,500000,Diesel,Individual,20.5 kmpl
4406,Skoda,2015,700000,Diesel,Individual,21.14 kmpl
4407,Tata,2012,525000,Diesel,Individual,13.93 kmpl
4408,Mahindra,2011,550000,Diesel,Individual,12.05 kmpl
4409,Maruti,2016,750000,Diesel,Individual,24.3 kmpl
4410,Maruti,2017,395000,Petrol,Individual,21.63 kmpl
4411,Hyundai,2017,675000,Petrol,Individual,18.6 kmpl
4412,Hyundai,2008,140000,Petrol,Individual,17.92 kmpl
4413,Mahindra,2011,430000,Diesel,Individual,12.05 kmpl
4414,Jaguar,2017,2711000,Diesel,Dealer,13.6 kmpl
4415,Lexus,2019,5150000,Petrol,Dealer,22.37 kmpl
4416,Jaguar,2017,3200000,Diesel,Dealer,19.33 kmpl
4417,Tata,2015,503000,Diesel,Individual,14.1 kmpl
4418,Volvo,2019,3800000,Diesel,Individual,18.0 kmpl
4419,Toyota,2016,2000000,Petrol,Trustmark Dealer,19.16 kmpl
4420,Maruti,2013,225000,Petrol,Trustmark Dealer,21.79 kmpl
4421,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
4422,Honda,2016,550000,Petrol,Trustmark Dealer,18.2 kmpl
4423,Toyota,2013,750000,Diesel,Trustmark Dealer,12.99 kmpl
4424,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
4425,Toyota,2017,625000,Petrol,Trustmark Dealer,16.78 kmpl
4426,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
4427,Hyundai,2017,450000,Diesel,Dealer,24.0 kmpl
4428,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
4429,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
4430,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
4431,Skoda,2016,645000,Petrol,Dealer,14.3 kmpl
4432,Volvo,2018,2475000,Diesel,Dealer,16.8 kmpl
4435,Maruti,2014,300000,Petrol,Individual,20.51 kmpl
4436,Chevrolet,2013,355000,Diesel,Individual,22.1 kmpl
4437,Maruti,2015,180000,Petrol,Individual,22.74 kmpl
4438,Tata,2013,280000,Diesel,Individual,25.0 kmpl
4439,Tata,2011,250000,Diesel,Individual,19.0 kmpl
4440,Tata,2007,125000,Petrol,Individual,15.3 kmpl
4443,Maruti,2018,810000,Diesel,Individual,25.1 kmpl
4444,Hyundai,2018,671000,Petrol,Individual,18.6 kmpl
4445,Maruti,2018,295000,Petrol,Individual,24.7 kmpl
4446,Maruti,2017,850000,Diesel,Individual,24.52 kmpl
4447,Maruti,2013,409999,Diesel,Individual,22.9 kmpl
4448,Maruti,2015,600000,Petrol,Individual,16.02 kmpl
4449,Mahindra,2015,600000,Diesel,Individual,15.96 kmpl
4450,Maruti,2012,220000,Petrol,Individual,18.9 kmpl
4451,Maruti,2013,550000,Diesel,Individual,23.4 kmpl
4452,Mahindra,2014,650000,Diesel,Individual,14.0 kmpl
4453,Mahindra,2014,655000,Diesel,Individual,14.0 kmpl
4454,Tata,2006,130000,Diesel,Individual,13.7 kmpl
4455,Renault,2014,400000,Diesel,Individual,19.01 kmpl
4457,Maruti,2009,155000,Petrol,Individual,19.7 kmpl
4458,Tata,2013,250000,Petrol,Individual,15.64 kmpl
4459,Hyundai,2014,400000,Petrol,Individual,18.9 kmpl
4460,Datsun,2019,500000,Petrol,Individual,19.02 kmpl
4461,Hyundai,2018,565000,Petrol,Individual,20.3 kmpl
4462,Ford,2018,900000,Diesel,Individual,23.0 kmpl
4463,Mahindra,2017,650000,Diesel,Individual,16.5 kmpl
4464,Mahindra,2013,600000,Diesel,Individual,15.96 kmpl
4465,Maruti,2018,800000,Diesel,Individual,28.4 kmpl
4466,Hyundai,2015,575000,Diesel,Individual,22.54 kmpl
4467,Ford,2016,550000,Petrol,Individual,17.01 kmpl
4468,Maruti,2011,190000,Petrol,Individual,15.5 kmpl
4469,Ford,2017,750000,Diesel,Individual,23.0 kmpl
4470,Maruti,2018,625000,Petrol,Individual,21.4 kmpl
4471,Hyundai,2018,799000,Diesel,Individual,22.54 kmpl
4472,Maruti,2013,300000,Petrol,Individual,20.51 kmpl
4473,Maruti,2017,850000,Petrol,Individual,20.73 kmpl
4474,Chevrolet,2012,130000,Petrol,Individual,18.0 kmpl
4475,Maruti,2011,229999,Petrol,Individual,20.92 kmpl
4476,Maruti,2015,400000,Petrol,Individual,23.1 kmpl
4477,Mahindra,2018,900000,Diesel,Individual,16.55 kmpl
4478,Mahindra,2015,800000,Diesel,Individual,15.4 kmpl
4479,Hyundai,2015,250999,Petrol,Individual,21.1 kmpl
4480,Tata,2011,250000,Petrol,Individual,15.0 kmpl
4481,Fiat,2009,100000,Petrol,Individual,15.7 kmpl
4482,Maruti,2016,450000,Petrol,Individual,20.4 kmpl
4483,Renault,2017,575000,Diesel,Individual,19.87 kmpl
4484,Renault,2013,400000,Diesel,Individual,20.46 kmpl
4485,Maruti,2019,480000,Petrol,Individual,21.63 kmpl
4486,Maruti,2019,490000,Petrol,Individual,21.63 kmpl
4487,Tata,2007,150000,Diesel,Individual,17.0 kmpl
4488,Tata,2017,600000,Diesel,Individual,22.95 kmpl
4489,Hyundai,2015,500000,Diesel,Individual,24.4 kmpl
4490,Tata,2015,425000,Diesel,Individual,23.0 kmpl
4491,Hyundai,2003,108000,Diesel,Individual,13.1 kmpl
4492,Toyota,2015,1030000,Diesel,Individual,12.99 kmpl
4493,Maruti,2015,360000,Petrol,Individual,20.51 kmpl
4494,Volkswagen,2012,290000,Petrol,Individual,16.47 kmpl
4495,Maruti,2011,400000,Diesel,Individual,22.9 kmpl
4496,Maruti,2003,70000,Diesel,Individual,15.9 kmpl
4497,Tata,2012,320000,Diesel,Individual,15.3 kmpl
4498,Ford,2019,975000,Diesel,Individual,23.0 kmpl
4499,Honda,2019,1227000,Petrol,Individual,18.0 kmpl
4500,Hyundai,2014,755000,Diesel,Individual,22.32 kmpl
4501,Ford,2011,215000,Diesel,Individual,20.0 kmpl
4502,Toyota,2011,735000,Diesel,Individual,12.8 kmpl
4503,Hyundai,2007,190000,Petrol,Individual,19.81 kmpl
4504,Toyota,2014,1365000,Diesel,Individual,12.99 kmpl
4505,Honda,2018,675000,Petrol,Dealer,18.7 kmpl
4506,Maruti,2014,438999,Diesel,Dealer,23.4 kmpl
4507,Renault,2015,550000,Diesel,Individual,19.98 kmpl
4508,Maruti,2013,409999,Petrol,Individual,19.1 kmpl
4509,Renault,2019,350000,Petrol,Individual,25.17 kmpl
4510,Chevrolet,2012,135000,Diesel,Individual,25.44 kmpl
4511,Toyota,2016,1490000,Diesel,Individual,13.68 kmpl
4512,Maruti,2014,520000,Diesel,Individual,25.2 kmpl
4513,Maruti,2010,315000,Diesel,Individual,19.3 kmpl
4514,Maruti,2010,235000,Petrol,Individual,19.0 kmpl
4515,Hyundai,2005,80500,Petrol,Individual,13.2 kmpl
4516,Maruti,2013,375000,Diesel,Individual,23.2 kmpl
4517,Maruti,2006,189000,Petrol,Individual,16.1 kmpl
4518,Honda,2017,550000,Diesel,Individual,25.8 kmpl
4519,Ford,2011,260000,Diesel,Individual,17.8 kmpl
4520,Maruti,2016,650000,Diesel,Individual,26.59 kmpl
4521,Maruti,2013,480000,Diesel,Individual,23.4 kmpl
4522,Hyundai,2016,700000,Diesel,Individual,22.54 kmpl
4523,Maruti,2015,650000,Diesel,Individual,20.77 kmpl
4524,Hyundai,2015,1300000,Diesel,Individual,19.67 kmpl
4525,Volkswagen,2016,1350000,Diesel,Individual,16.96 kmpl
4526,Volkswagen,2016,1000000,Diesel,Individual,22.15 kmpl
4527,Mercedes-Benz,2011,1700000,Diesel,Individual,0.0 kmpl
4528,Toyota,2018,1080000,Petrol,Individual,17.8 kmpl
4529,Hyundai,2012,170000,Petrol,Individual,21.1 kmpl
4530,Maruti,2017,610000,Diesel,Individual,28.4 kmpl
4531,Maruti,2014,350000,Petrol,Individual,18.5 kmpl
4532,Maruti,2016,260000,Petrol,Individual,22.74 kmpl
4533,Fiat,2015,700000,Diesel,Individual,20.4 kmpl
4534,Volkswagen,2018,678000,Petrol,Individual,18.78 kmpl
4535,Maruti,2015,800000,Diesel,Individual,23.65 kmpl
4536,Toyota,2014,400000,Diesel,Individual,23.59 kmpl
4537,Hyundai,2010,300000,Petrol,Individual,18.5 kmpl
4538,Hyundai,2016,520000,Petrol,Individual,18.6 kmpl
4539,Nissan,2017,850000,Diesel,Individual,19.61 kmpl
4540,Maruti,2015,300000,Petrol,Individual,23.95 kmpl
4541,Honda,2010,350000,Petrol,Individual,17.0 kmpl
4543,Maruti,2019,892000,Diesel,Individual,24.3 kmpl
4544,Fiat,2012,285000,Diesel,Individual,20.3 kmpl
4545,Hyundai,2012,300000,LPG,Individual,19.2 km/kg
4546,Maruti,2016,620000,Diesel,Individual,28.09 kmpl
4547,Maruti,2017,750000,Diesel,Individual,24.3 kmpl
4548,Maruti,2016,270000,Petrol,Individual,22.74 kmpl
4549,Maruti,2014,560000,Diesel,Individual,20.77 kmpl
4550,Hyundai,2012,300000,Petrol,Individual,17.92 kmpl
4551,Hyundai,2012,300000,Petrol,Individual,17.92 kmpl
4552,Hyundai,2018,570000,Petrol,Individual,18.9 kmpl
4553,Tata,2011,220000,Diesel,Individual,23.03 kmpl
4554,Maruti,2012,260000,Petrol,Individual,15.5 kmpl
4555,Maruti,2019,600000,Petrol,Individual,21.21 kmpl
4556,Tata,2015,80000,Petrol,Individual,23.9 kmpl
4557,Hyundai,2016,300000,Petrol,Individual,21.1 kmpl
4558,Tata,2015,300000,Petrol,Individual,17.57 kmpl
4559,Mahindra,2016,400000,Petrol,Individual,18.15 kmpl
4560,Maruti,2016,550000,Petrol,Individual,22.0 kmpl
4561,Honda,2019,1200000,Diesel,Individual,25.6 kmpl
4562,Ford,2015,500000,Diesel,Individual,25.83 kmpl
4563,Maruti,2005,93000,Petrol,Individual,15.9 kmpl
4564,Honda,2014,500000,Diesel,Individual,26.0 kmpl
4565,Toyota,2018,670000,Diesel,Individual,23.59 kmpl
4566,Toyota,2012,750000,Diesel,Individual,12.8 kmpl
4567,Maruti,2017,370000,Petrol,Individual,23.95 kmpl
4568,Maruti,2012,100000,Petrol,Individual,16.1 kmpl
4569,Hyundai,2016,425000,Petrol,Individual,19.81 kmpl
4570,Toyota,2006,370000,Diesel,Individual,12.8 kmpl
4572,Tata,2009,229999,Diesel,Individual,11.57 kmpl
4573,Maruti,2016,850000,Diesel,Individual,24.52 kmpl
4574,Mahindra,2018,750000,Diesel,Individual,21.03 kmpl
4575,Tata,2010,235000,Diesel,Individual,10.71 kmpl
4576,Honda,2017,700000,Diesel,Individual,25.5 kmpl
4577,Hyundai,2016,480000,Diesel,Individual,24.0 kmpl
4578,Tata,2016,475000,Diesel,Individual,22.95 kmpl
4579,Skoda,2015,610000,Diesel,Individual,21.14 kmpl
