car_id,name,year,selling_price,fuel,seller_type,km_driven,owner,mileage
CarID5067,Maruti Ritz LXI,2011,200000,Petrol,Individual,100000,Second Owner,21.1 kmpl
CarID5068,Maruti Swift VXI,2012,328000,Petrol,Individual,123000,First Owner,18.6 kmpl
CarID5069,Hyundai Verna 1.6 SX CRDi (O),2012,432000,Diesel,Individual,77000,First Owner,22.32 kmpl
CarID5070,Volkswagen Polo 1.0 MPI Trendline BSIV,2019,565000,Petrol,Individual,7000,First Owner,18.78 kmpl
CarID5071,Maruti Eeco 5 Seater AC BSIV,2017,390000,Petrol,Individual,70000,First Owner,15.37 kmpl
CarID5072,Ford Figo 1.5D Titanium MT,2017,600000,Diesel,Individual,30000,First Owner,25.83 kmpl
CarID5073,Hyundai i20 1.4 CRDi Sportz,2011,250000,Diesel,Individual,120000,Third Owner,23.0 kmpl
CarID5074,Chevrolet Spark 1.0 LT,2011,165000,Petrol,Individual,70000,First Owner,18.0 kmpl
CarID5075,Honda City 1.5 S MT,2011,421000,Petrol,Individual,105000,First Owner,17.0 kmpl
CarID5076,Hyundai Accent Executive,2012,225000,Petrol,Individual,109322,Second Owner,16.36 kmpl
CarID5077,Nissan Sunny Diesel XV,2013,350000,Diesel,Individual,120000,First Owner,21.64 kmpl
CarID5078,Jeep Compass 2.0 Limited,2018,1757000,Diesel,Individual,24000,First Owner,17.1 kmpl
CarID5079,Maruti Baleno Zeta 1.3,2015,600000,Diesel,Individual,70000,Second Owner,27.39 kmpl
CarID5080,Tata Tiago NRG Petrol,2018,515000,Petrol,Individual,35000,First Owner,24.0 kmpl
CarID5081,Maruti 800 AC,1999,80000,Petrol,Individual,80000,Third Owner,16.1 kmpl
CarID5082,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,Diesel,Individual,70000,Second Owner,23.65 kmpl
CarID5083,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,120000,Diesel,Individual,100000,Fourth & Above Owner,10.5 kmpl
CarID5084,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,Diesel,Dealer,9000,First Owner,13.6 kmpl
CarID5085,Lexus ES 300h,2019,5150000,Petrol,Dealer,20000,First Owner,22.37 kmpl
CarID5086,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,Diesel,Dealer,45000,First Owner,19.33 kmpl
CarID5087,Tata Safari Storme EX,2015,503000,Diesel,Individual,110000,First Owner,14.1 kmpl
CarID5088,Volvo XC40 D4 Inscription BSIV,2019,3800000,Diesel,Individual,20000,First Owner,18.0 kmpl
CarID5089,Toyota Camry 2.5 Hybrid,2016,2000000,Petrol,Trustmark Dealer,68089,First Owner,19.16 kmpl
CarID5090,Maruti Wagon R LXI,2013,225000,Petrol,Trustmark Dealer,58343,First Owner,21.79 kmpl
CarID5091,Maruti Baleno Alpha 1.3,2018,740000,Diesel,Dealer,38817,First Owner,27.39 kmpl
CarID5092,Honda Jazz VX,2016,550000,Petrol,Trustmark Dealer,56494,First Owner,18.2 kmpl
CarID5093,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Trustmark Dealer,79328,Second Owner,12.99 kmpl
CarID5094,Maruti Swift AMT VVT VXI,2019,650000,Petrol,Trustmark Dealer,5621,First Owner,22.0 kmpl
CarID5095,Toyota Etios VX,2017,625000,Petrol,Trustmark Dealer,25538,First Owner,16.78 kmpl
CarID5096,Maruti Swift AMT ZXI,2018,600000,Petrol,Dealer,69779,First Owner,22.0 kmpl
CarID5097,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,Diesel,Dealer,56290,First Owner,24.0 kmpl
CarID5098,BMW X4 M Sport X xDrive20d,2019,5400000,Diesel,Dealer,7500,First Owner,16.78 kmpl
CarID5099,BMW X4 M Sport X xDrive20d,2019,5500000,Diesel,Dealer,8500,First Owner,16.78 kmpl
CarID5100,Honda Amaze V CVT Petrol BSIV,2019,779000,Petrol,Trustmark Dealer,7032,First Owner,19.0 kmpl
CarID5101,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,Petrol,Dealer,11000,First Owner,14.3 kmpl
CarID5102,Volvo V40 D3 R-Design,2018,2475000,Diesel,Dealer,2000,First Owner,16.8 kmpl
CarID5103,Maruti Wagon R Stingray VXI Optional,2017,475000,Petrol,Individual,40000,First Owner,20.51 kmpl
CarID5104,Maruti Wagon R AMT VXI,2015,400000,Petrol,Individual,20000,First Owner,20.51 kmpl
CarID5105,Hyundai Santro Xing XG AT eRLX Euro II,2004,80000,Petrol,Individual,90000,Second Owner,""
CarID5106,Fiat Grande Punto 1.3 Dynamic (Diesel),2011,300000,Diesel,Individual,60000,First Owner,20.3 kmpl
CarID5107,Mahindra Scorpio M2DI,2011,400000,Diesel,Individual,475000,Third Owner,13.5 kmpl
CarID5108,Maruti Wagon R LX BSIII,2009,235000,Petrol,Individual,70000,Second Owner,17.3 kmpl
CarID5109,Maruti Wagon R VXI BS IV,2015,350000,Petrol,Individual,40000,Second Owner,20.51 kmpl
CarID5110,Maruti Swift Dzire VDI,2017,625000,Diesel,Individual,34000,Second Owner,28.4 kmpl
CarID5111,Mahindra XUV500 W6 2WD,2014,525000,Diesel,Individual,120000,First Owner,15.1 kmpl
CarID5112,Tata Tigor 1.2 Revotron XZ,2018,550000,Petrol,Individual,10000,First Owner,20.3 kmpl
CarID5113,Mahindra Bolero 2011-2019 SLX,2015,550000,Diesel,Individual,80000,Second Owner,15.96 kmpl
CarID5114,Honda City 2017-2020 GXi,2006,200000,Petrol,Individual,100000,Second Owner,17.7 kmpl
CarID5115,Mahindra Xylo D2,2011,350000,Diesel,Individual,120000,First Owner,13.0 kmpl
CarID5116,Honda City 2017-2020 GXi,2006,220000,Petrol,Individual,100000,Second Owner,17.7 kmpl
CarID5117,Hyundai Grand i10 Sportz,2016,412000,Petrol,Individual,25000,First Owner,18.9 kmpl
CarID5118,Maruti Wagon R LXI Minor,2009,126000,Petrol,Individual,52000,Second Owner,18.9 kmpl
CarID5119,Maruti Swift Dzire VDI,2013,430000,Diesel,Individual,63000,First Owner,23.4 kmpl
CarID5120,Maruti A-Star Vxi,2009,130000,Petrol,Individual,90000,Second Owner,19.0 kmpl
CarID5121,Tata Tiago 1.2 Revotron XM,2017,350000,Petrol,Individual,60000,First Owner,23.84 kmpl
CarID5122,Maruti Alto LX,2011,220000,Petrol,Individual,35000,First Owner,19.7 kmpl
CarID5123,Mahindra Bolero DI,2011,380000,Diesel,Individual,80000,First Owner,13.6 kmpl
CarID5124,Ford Figo Diesel ZXI,2010,200000,Diesel,Individual,110000,Second Owner,20.0 kmpl
CarID5125,Toyota Fortuner 4x4 MT,2015,2000000,Diesel,Individual,20000,First Owner,12.55 kmpl
CarID5126,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,610000,Diesel,Individual,90000,First Owner,22.77 kmpl
CarID5127,BMW X1 sDrive20i xLine,2016,2500000,Petrol,Individual,30000,Second Owner,15.71 kmpl
CarID5128,Maruti Swift Dzire VDI,2017,620000,Diesel,Individual,61000,First Owner,26.59 kmpl
CarID5129,Maruti Omni Limited Edition,2013,150000,Petrol,Individual,66000,First Owner,14.7 kmpl
CarID5130,Datsun GO Plus Anniversary Edition,2018,450000,Petrol,Individual,80000,First Owner,20.62 kmpl
CarID5131,Hyundai Creta 1.6 CRDi SX Plus,2017,1150000,Diesel,Individual,27000,Second Owner,19.67 kmpl
CarID5132,Mahindra KUV 100 G80 K8 Dual Tone,2018,500000,Petrol,Individual,60000,First Owner,18.15 kmpl
CarID5133,Maruti Wagon R VXI BS IV,2011,246000,Petrol,Individual,139000,First Owner,18.9 kmpl
CarID5134,Maruti Eeco CNG 5 Seater AC BSIV,2017,400000,CNG,Individual,60000,First Owner,21.94 km/kg
CarID5135,Maruti 800 AC,2008,65000,Petrol,Individual,10000,Second Owner,16.1 kmpl
CarID5136,Ford Ecosport 1.5 Diesel Titanium,2016,725000,Diesel,Individual,30000,First Owner,21.7 kmpl
CarID5137,Hyundai Verna 1.6 SX CRDI (O) AT,2014,736000,Diesel,Individual,125000,First Owner,22.32 kmpl
CarID5138,Maruti Swift Dzire VDI,2018,700000,Diesel,Individual,45000,First Owner,28.4 kmpl
CarID5139,Chevrolet Spark 1.0 LT,2011,150000,Petrol,Individual,30000,First Owner,18.0 kmpl
CarID5140,Maruti Alto LXi,2010,180000,Petrol,Individual,80500,Second Owner,19.7 kmpl
CarID5141,Toyota Etios Liva VXD,2014,409999,Diesel,Individual,200000,First Owner,23.59 kmpl
CarID5142,Mahindra Bolero 2011-2019 SLX,2013,550000,Diesel,Individual,60000,First Owner,15.96 kmpl
CarID5143,Maruti 800 AC Uniq,2004,50000,Petrol,Individual,18000,Second Owner,16.1 kmpl
CarID5144,Maruti Zen D,2006,80000,Diesel,Individual,110000,Second Owner,20.8 kmpl
CarID5145,Maruti Alto LX,2005,110000,Petrol,Individual,90000,Second Owner,19.7 kmpl
CarID5146,Honda City 2017-2020 GXi,2006,180000,Petrol,Individual,120000,Second Owner,17.7 kmpl
CarID5147,Maruti Swift Dzire VDI,2017,605000,Diesel,Individual,127000,First Owner,28.4 kmpl
CarID5148,Maruti Ertiga SHVS ZDI Plus,2017,800000,Diesel,Individual,70000,First Owner,24.52 kmpl
CarID5149,Hyundai i20 1.4 CRDi Sportz,2011,350000,Diesel,Individual,116500,First Owner,23.0 kmpl
CarID5150,Hyundai i20 Sportz 1.2,2012,300000,Petrol,Individual,120000,First Owner,18.5 kmpl
CarID5151,Hyundai Verna Xi (Petrol),2008,160000,Petrol,Individual,100000,Fourth & Above Owner,13.9 kmpl
CarID5152,Ford Figo Diesel Titanium,2011,225000,Diesel,Individual,90000,Second Owner,20.0 kmpl
CarID5153,Audi Q7 3.0 TDI Quattro,2009,1025000,Diesel,Individual,120000,Third Owner,12.07 kmpl
CarID5154,Tata Hexa XTA,2017,1300000,Diesel,Individual,40000,First Owner,17.6 kmpl
CarID5155,Volkswagen Ameo 1.5 TDI Comfortline,2018,560000,Diesel,Individual,18000,First Owner,21.66 kmpl
CarID5156,Maruti Vitara Brezza LDi Option,2017,650000,Diesel,Individual,70000,First Owner,24.3 kmpl
CarID5157,Mahindra XUV500 W7 BSIV,2018,1150000,Diesel,Individual,29000,First Owner,15.1 kmpl
CarID5158,Maruti Baleno Delta 1.2,2016,480000,Petrol,Individual,65755,First Owner,21.4 kmpl
CarID5159,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,960000,Diesel,Individual,2600,First Owner,23.0 kmpl
CarID5160,Mahindra XUV500 AT W6 2WD,2017,1050000,Diesel,Individual,46000,First Owner,16.0 kmpl
CarID5161,Hyundai EON Era Plus,2017,310000,Petrol,Individual,15000,Second Owner,21.1 kmpl
CarID5162,Maruti Swift Dzire VDI,2014,500000,Diesel,Individual,60000,First Owner,23.4 kmpl
CarID5163,Maruti Alto K10 VXI AGS Optional,2017,350000,Petrol,Individual,15500,First Owner,23.95 kmpl
CarID5164,Honda Amaze S i-Dtech,2015,365000,Diesel,Individual,120000,First Owner,25.8 kmpl
CarID5165,Mitsubishi Lancer 2.0 GLd,2008,165000,Diesel,Individual,120000,Third Owner,14.8 kmpl
CarID5166,Tata Spacio Gold-10/6 Str BSII,2007,100000,Diesel,Individual,120000,Third Owner,14.6 kmpl
CarID5167,Mahindra Bolero SLX,2007,240000,Diesel,Individual,80000,Second Owner,13.6 kmpl
CarID5168,Mahindra Marazzo M2 BSIV,2019,925000,Diesel,Individual,40000,First Owner,17.3 kmpl
CarID5169,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,590000,Petrol,Individual,15000,First Owner,18.16 kmpl
CarID5170,Tata Aria Pride,2013,525000,Diesel,Individual,110000,Second Owner,13.7 kmpl
CarID5171,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,720000,Diesel,Individual,80000,Second Owner,12.99 kmpl
CarID5172,Renault Duster 110PS Diesel RxL AMT,2017,850000,Diesel,Individual,50000,First Owner,19.6 kmpl
CarID5173,Mahindra Scorpio VLS AT 2.2 mHAWK,2010,490000,Diesel,Individual,110000,First Owner,11.79 kmpl
CarID5174,Honda Amaze S i-Dtech,2013,325000,Diesel,Individual,100000,First Owner,25.8 kmpl
CarID5175,Hyundai Verna CRDi 1.6 AT SX Option,2019,1200000,Diesel,Individual,20000,First Owner,22.0 kmpl
CarID5176,Mahindra Bolero 2011-2019 ZLX,2012,450000,Diesel,Individual,135000,First Owner,15.96 kmpl
CarID5177,Tata Indigo CS LS (TDI) BS-III,2014,300000,Diesel,Individual,50700,First Owner,19.09 kmpl
CarID5178,Volkswagen Polo Diesel Highline 1.2L,2013,365000,Diesel,Individual,70000,Second Owner,22.07 kmpl
CarID5179,Mercedes-Benz New C-Class 200 K AT,2007,500000,Petrol,Individual,120000,First Owner,11.7 kmpl
CarID5180,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,900000,Diesel,Individual,112000,Second Owner,12.99 kmpl
CarID5181,Hyundai Grand i10 1.2 CRDi Sportz,2018,700000,Diesel,Individual,35000,First Owner,24.0 kmpl
CarID5182,Renault Duster 110PS Diesel RxZ,2017,880000,Diesel,Individual,50000,First Owner,19.6 kmpl
CarID5183,Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,700000,Diesel,Individual,121000,Third Owner,12.99 kmpl
CarID5184,Mahindra Scorpio 2009-2014 SLE 7S BSIII,2009,380000,Diesel,Individual,120000,Second Owner,12.05 kmpl
CarID5185,Toyota Corolla H2,2006,150000,Petrol,Individual,90000,Third Owner,13.4 kmpl
CarID5186,Maruti Zen Estilo LXI Green (CNG),2014,235000,CNG,Individual,70000,Second Owner,26.3 km/kg
CarID5187,Renault KWID 1.0 RXT Optional,2018,320000,Petrol,Individual,20000,First Owner,23.01 kmpl
CarID5188,Renault Duster 85PS Diesel RxL,2015,550000,Diesel,Individual,60000,First Owner,20.45 kmpl
CarID5189,BMW 5 Series 520d Luxury Line,2016,3200000,Diesel,Individual,40000,First Owner,18.12 kmpl
CarID5190,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Individual,440000,Second Owner,12.99 kmpl
CarID5191,Mahindra TUV 300 T6 Plus,2017,645000,Diesel,Individual,60000,First Owner,18.49 kmpl
CarID5192,Maruti Wagon R VXI BS IV,2015,300000,Petrol,Individual,110000,First Owner,20.51 kmpl
CarID5193,Hyundai i20 Active 1.4,2016,580000,Diesel,Individual,152000,First Owner,21.19 kmpl
CarID5194,Hyundai i20 1.2 Asta,2011,220000,Petrol,Individual,220000,Fourth & Above Owner,17.0 kmpl
CarID5195,Mahindra Bolero 2011-2019 ZLX BSIII,2013,451000,Diesel,Individual,70000,First Owner,15.96 kmpl
CarID5196,Tata Nexon 1.2 Revotron XZ Plus,2018,850000,Petrol,Individual,50000,First Owner,17.0 kmpl
CarID5197,Maruti Swift Dzire VDi,2011,300000,Diesel,Individual,125000,First Owner,19.3 kmpl
CarID5198,Ford Figo 1.2P Trend MT,2016,350000,Petrol,Individual,60000,First Owner,18.16 kmpl
CarID5199,Maruti Eeco CNG HTR 5-STR,2014,300000,CNG,Individual,90000,First Owner,21.94 km/kg
CarID5200,Maruti Eeco CNG HTR 5-STR,2017,390000,CNG,Individual,30000,First Owner,21.94 km/kg
CarID5201,Toyota Innova 2.5 VX (Diesel) 8 Seater,2016,1200000,Diesel,Individual,90000,First Owner,12.99 kmpl
CarID5202,Volkswagen Ameo 1.2 MPI Comfortline,2017,550000,Petrol,Individual,20000,First Owner,17.0 kmpl
CarID5203,Maruti Swift VDI,2012,300000,Diesel,Individual,110000,Third Owner,22.9 kmpl
CarID5204,Volkswagen Vento Diesel Highline,2012,300000,Diesel,Individual,150000,Second Owner,20.54 kmpl
CarID5205,Hyundai i20 1.4 CRDi Sportz,2012,350000,Diesel,Individual,110000,First Owner,23.0 kmpl
CarID5206,Hyundai Creta 1.6 CRDi SX Option,2015,880000,Diesel,Individual,120000,Second Owner,19.67 kmpl
CarID5207,Hyundai Accent Executive CNG,2010,160000,CNG,Individual,120000,Second Owner,13.2 km/kg
CarID5208,Tata Sumo GX,2012,250000,Diesel,Individual,80000,Fourth & Above Owner,15.3 kmpl
CarID5209,Hyundai i20 Active 1.4 SX,2016,660000,Diesel,Individual,110000,First Owner,21.19 kmpl
CarID5210,Tata Zest Revotron 1.2T XMS,2015,450000,Petrol,Individual,40000,First Owner,17.57 kmpl
CarID5211,Volkswagen Polo GT TDI,2012,400000,Diesel,Individual,110000,Second Owner,19.7 kmpl
CarID5212,Mahindra Scorpio S7 120,2019,1300000,Diesel,Individual,20000,First Owner,16.36 kmpl
CarID5213,Ford Figo Diesel Celebration Edition,2013,229999,Diesel,Individual,230000,First Owner,20.0 kmpl
CarID5214,Chevrolet Beat LT,2010,140000,Petrol,Individual,60000,First Owner,18.6 kmpl
CarID5215,Maruti Zen Estilo LXI BS IV,2012,195000,Petrol,Individual,35000,Second Owner,19.0 kmpl
CarID5216,Hyundai i20 Active Base Petrol,2015,500000,Petrol,Individual,45000,First Owner,17.19 kmpl
CarID5217,Tata Nano Cx BSIII,2012,60000,Petrol,Individual,45000,First Owner,25.4 kmpl
CarID5218,Tata Zest Revotron 1.2T XM,2016,400000,Petrol,Individual,25000,First Owner,17.57 kmpl
CarID5219,Hyundai i20 Magna 1.2,2014,400000,Petrol,Individual,10000,First Owner,18.6 kmpl
CarID5220,Maruti Wagon R VXI Optional,2018,380000,Petrol,Individual,19000,First Owner,20.51 kmpl
CarID5221,Maruti Baleno Delta 1.2,2019,579000,Petrol,Individual,10000,First Owner,21.4 kmpl
CarID5222,Mahindra KUV 100 G80 K2,2019,400000,Petrol,Individual,25000,First Owner,18.15 kmpl
CarID5223,Hyundai i10 Magna 1.2 iTech SE,2012,270000,Petrol,Individual,30000,First Owner,20.36 kmpl
CarID5224,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014,500000,Diesel,Individual,90000,First Owner,15.96 kmpl
CarID5225,Tata Tiago 1.2 Revotron XT,2017,475000,Petrol,Individual,20000,First Owner,23.84 kmpl
CarID5226,Nissan Terrano XL D Option,2018,850000,Diesel,Individual,48000,First Owner,19.87 kmpl
CarID5227,Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2009,475000,Diesel,Individual,120000,First Owner,12.05 kmpl
CarID5228,Maruti Swift Dzire Ldi BSIV,2012,370000,Diesel,Individual,210000,Second Owner,19.3 kmpl
CarID5229,Hyundai i10 Magna 1.1L,2010,187000,Petrol,Individual,200400,Second Owner,19.81 kmpl
CarID5230,Hyundai i10 Magna,2008,195000,Petrol,Individual,110000,Second Owner,20.36 kmpl
CarID5231,Tata Safari DICOR 2.2 LX 4x2,2014,459999,Diesel,Individual,38000,First Owner,13.93 kmpl
CarID5232,Toyota Corolla AE,2004,135000,Petrol,Individual,90000,Second Owner,13.4 kmpl
CarID5233,Maruti Ertiga SHVS ZDI Plus,2017,850000,Diesel,Individual,43000,First Owner,24.52 kmpl
CarID5234,Hyundai Santro Asta BSIV,2018,500000,Petrol,Individual,25000,First Owner,20.3 kmpl
CarID5235,Maruti Wagon R VXI BS IV,2016,385000,Petrol,Individual,26000,Second Owner,20.51 kmpl
CarID5236,Hyundai Verna CRDi SX,2006,135000,Diesel,Individual,120000,Second Owner,16.8 kmpl
CarID5237,Maruti Alto LXi,2008,120000,Petrol,Individual,70000,Third Owner,19.7 kmpl
CarID5238,Honda Accord VTi-L MT,2006,200000,Petrol,Individual,60000,Third Owner,11.9 kmpl
CarID5239,Tata New Safari 3L Dicor LX 4x2,2007,200000,Diesel,Individual,120000,Second Owner,13.93 kmpl
CarID5240,Maruti Ciaz ZXi,2016,700000,Petrol,Individual,20000,First Owner,20.73 kmpl
CarID5241,Tata Indigo CR4,2013,290000,Diesel,Individual,25000,First Owner,23.57 kmpl
CarID5242,Maruti Swift Dzire ZDI Plus,2017,725000,Diesel,Individual,60000,First Owner,28.4 kmpl
CarID5243,Tata Sumo EX 10/7 Str BSIII,2008,200000,Diesel,Individual,80000,First Owner,12.2 kmpl
CarID5244,Maruti Omni E MPI STD BS IV,2014,155000,Petrol,Individual,80000,First Owner,16.8 kmpl
CarID5245,Honda Amaze S i-VTEC,2019,690000,Petrol,Dealer,1303,First Owner,17.8 kmpl
CarID5246,Audi Q5 35TDI Premium Plus,2018,3975000,Diesel,Dealer,31800,First Owner,17.01 kmpl
CarID5247,Lexus ES 300h,2019,5150000,Petrol,Dealer,20000,First Owner,22.37 kmpl
CarID5248,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,Diesel,Dealer,45000,First Owner,19.33 kmpl
CarID5249,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,Petrol,Individual,17000,First Owner,9.5 kmpl
CarID5250,Toyota Camry 2.5 Hybrid,2016,2000000,Petrol,Trustmark Dealer,68089,First Owner,19.16 kmpl
CarID5251,Honda Jazz VX,2016,550000,Petrol,Trustmark Dealer,56494,First Owner,18.2 kmpl
CarID5252,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Trustmark Dealer,79328,Second Owner,12.99 kmpl
CarID5253,BMW X4 M Sport X xDrive20d,2019,5400000,Diesel,Dealer,7500,First Owner,16.78 kmpl
CarID5254,BMW X4 M Sport X xDrive20d,2019,5500000,Diesel,Dealer,8500,First Owner,16.78 kmpl
CarID5255,Honda Amaze V CVT Petrol BSIV,2019,779000,Petrol,Trustmark Dealer,7032,First Owner,19.0 kmpl
CarID5256,Volvo V40 D3 R-Design,2018,2475000,Diesel,Dealer,2000,First Owner,16.8 kmpl
CarID5257,Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,5200000,Petrol,Dealer,17000,First Owner,15.0 kmpl
CarID5258,Land Rover Discovery Sport TD4 SE,2019,4500000,Diesel,Dealer,21000,First Owner,12.83 kmpl
CarID5259,Mercedes-Benz S-Class S 350 CDI,2017,6000000,Diesel,Dealer,37000,First Owner,13.5 kmpl
CarID5260,BMW 5 Series 520d Sport Line,2018,4000000,Diesel,Dealer,10000,First Owner,22.48 kmpl
CarID5261,Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,Petrol,Dealer,3500,First Owner,18.15 kmpl
CarID5262,Audi A4 35 TDI Premium Plus,2016,1898999,Diesel,Dealer,46000,First Owner,18.25 kmpl
CarID5263,Honda CR-V 2.4L 4WD AT AVN,2017,1650000,Petrol,Dealer,52000,First Owner,12.0 kmpl
CarID5264,Maruti Swift VXI,2011,280000,Petrol,Individual,20000,Second Owner,18.6 kmpl
CarID5265,Tata Tigor 1.2 Revotron XE,2019,450000,Petrol,Individual,25000,First Owner,20.3 kmpl
CarID5266,Maruti Esteem LX - BSIII,2006,135000,Petrol,Individual,70000,Second Owner,15.9 kmpl
CarID5267,Mahindra XUV500 W4,2014,650000,Diesel,Individual,40000,First Owner,15.1 kmpl
CarID5268,Maruti Baleno Delta,2020,650000,Petrol,Individual,7300,First Owner,21.01 kmpl
CarID5269,Maruti Ciaz 1.3 Sigma,2018,750000,Diesel,Individual,25000,First Owner,28.09 kmpl
CarID5270,Maruti Alto LXi,2010,150000,Petrol,Individual,100000,First Owner,19.7 kmpl
CarID5271,Mahindra KUV 100 mFALCON D75 K8,2017,500000,Diesel,Individual,35000,First Owner,25.32 kmpl
CarID5272,Toyota Etios GD,2012,311000,Diesel,Individual,100000,First Owner,""
CarID5273,Hyundai Verna 1.6 SX,2013,425000,Diesel,Individual,80000,Second Owner,22.32 kmpl
CarID5274,Hyundai i10 Magna,2010,260000,Petrol,Individual,60000,First Owner,20.36 kmpl
CarID5275,Volkswagen Polo 1.5 TDI Highline,2014,400000,Diesel,Individual,110000,Second Owner,20.14 kmpl
CarID5276,Hyundai i20 2015-2017 Magna 1.4 CRDi,2017,575000,Diesel,Individual,70000,Second Owner,22.54 kmpl
CarID5277,Hyundai Santro Xing GL,2008,175000,Petrol,Individual,40000,First Owner,0.0 kmpl
CarID5278,Maruti SX4 Green Vxi (CNG),2010,250000,CNG,Individual,90000,Second Owner,21.4 km/kg
CarID5279,Volkswagen Polo GT TDI,2012,400000,Diesel,Individual,95000,First Owner,19.7 kmpl
CarID5280,Mahindra Bolero SLX 2WD BSIII,2011,350000,Diesel,Individual,200000,Second Owner,13.6 kmpl
CarID5281,Maruti Swift VDI BSIV,2015,484999,Diesel,Individual,30000,First Owner,25.2 kmpl
CarID5282,Maruti Swift VDI BSIV,2015,484999,Diesel,Individual,30000,First Owner,25.2 kmpl
CarID5283,Volkswagen CrossPolo 1.5 TDI,2013,350000,Diesel,Individual,70000,Second Owner,20.14 kmpl
CarID5284,Toyota Fortuner 4x2 AT TRD Sportivo,2014,1400000,Diesel,Individual,80000,Second Owner,12.55 kmpl
CarID5285,Maruti Swift Dzire VDi,2012,250000,Diesel,Individual,100000,Third Owner,19.3 kmpl
CarID5286,Maruti Swift Dzire ZDI Plus,2017,655000,Diesel,Individual,70000,First Owner,28.4 kmpl
CarID5287,Honda Jazz 1.5 V i DTEC,2016,500000,Diesel,Individual,30000,First Owner,27.3 kmpl
CarID5288,Chevrolet Beat LS,2016,300000,Petrol,Individual,15000,First Owner,18.6 kmpl
CarID5289,Ford Figo Aspire 1.5 TDCi Titanium,2018,650000,Diesel,Individual,21000,First Owner,25.83 kmpl
CarID5290,Maruti Wagon R VXI 1.2,2014,300000,Petrol,Individual,35000,First Owner,20.52 kmpl
CarID5291,Honda Jazz 1.2 VX i VTEC,2016,475000,Petrol,Individual,25000,First Owner,18.7 kmpl
CarID5292,Tata Tiago 1.2 Revotron XZ WO Alloy,2017,450000,Petrol,Individual,30000,First Owner,23.84 kmpl
CarID5293,Maruti Swift Dzire VDI,2019,754000,Diesel,Individual,10000,First Owner,28.4 kmpl
CarID5294,Hyundai i10 Sportz,2013,300000,Petrol,Individual,40000,First Owner,20.36 kmpl
CarID5295,Hyundai EON Magna Plus,2014,250000,Petrol,Individual,25000,First Owner,21.1 kmpl
CarID5296,Maruti Swift Dzire VDI,2018,725000,Diesel,Individual,15000,First Owner,28.4 kmpl
CarID5297,Maruti Alto LXi,2008,95000,Petrol,Individual,70000,First Owner,19.7 kmpl
CarID5298,Hyundai Santro Sportz BSIV,2018,475000,Petrol,Individual,7800,First Owner,20.3 kmpl
CarID5299,Tata Safari Storme LX,2014,575000,Diesel,Individual,55000,First Owner,14.0 kmpl
CarID5300,Tata Tiago 1.2 Revotron XT,2016,350000,Petrol,Individual,30000,First Owner,23.84 kmpl
CarID5301,Mahindra Bolero 2011-2019 SLX,2013,330000,Diesel,Individual,125000,Second Owner,15.96 kmpl
CarID5302,Maruti Swift VXI Deca,2016,482000,Petrol,Individual,50000,First Owner,20.4 kmpl
CarID5303,Ford EcoSport 1.5 TDCi Ambiente BSIV,2017,625000,Diesel,Individual,40000,Fourth & Above Owner,22.77 kmpl
CarID5304,Tata Tiago 1.2 Revotron XM Option,2017,380000,Petrol,Individual,30000,First Owner,23.84 kmpl
CarID5305,Chevrolet Beat LT,2016,310000,Petrol,Individual,30000,First Owner,18.6 kmpl
CarID5306,Maruti Swift Dzire VXi,2009,280000,Petrol,Individual,35000,First Owner,17.5 kmpl
CarID5307,Renault Duster Petrol RXS CVT,2018,900000,Petrol,Individual,30000,First Owner,14.99 kmpl
CarID5308,Maruti Wagon R VXI Minor,2010,250000,Petrol,Individual,60000,First Owner,18.9 kmpl
CarID5309,Hyundai Verna 1.6 VTVT S,2017,750000,Petrol,Individual,39000,First Owner,17.01 kmpl
CarID5310,Renault KWID 1.0 RXT Optional,2019,420000,Petrol,Individual,15000,First Owner,23.01 kmpl
CarID5311,Honda Amaze S Petrol BSIV,2019,670000,Petrol,Individual,5000,First Owner,19.5 kmpl
CarID5312,Hyundai i10 Magna 1.1L,2016,420000,Petrol,Individual,9750,Second Owner,19.81 kmpl
